Date,Text,Tokens
01/2024,"Kalau ada uangnya coba aja, gak yang bombastis ulala enak banget. Kalau budget minim mending beli danish coklatnya tomoro udah enak nder. Rasanya ya mirip2 lah.","['kalau', 'ada', 'uangnya', 'coba', 'aja', 'gak', 'yang', 'bombastis', 'ulala', 'enak', 'banget', 'kalau', 'budget', 'minim', 'mending', 'beli', 'danish', 'coklatnya', 'tomoro', 'udah', 'enak', 'nder', 'rasanya', 'ya', 'lah']"
02/2024,Gabisa diem yhh point coffee ini,"['gabisa', 'diem', 'yhh', 'point', 'coffee', 'ini']"
02/2024,Coklat Batagor Kopi Kopi Kenangan (Janjiw rasa air) Cilok Brownis Mie goreng Sate Ayam Ice cream Semangka Seblak Salad sayur Kangkung,"['coklat', 'batagor', 'kopi', 'kopi', 'kenangan', 'janjiw', 'rasa', 'air', 'cilok', 'brownis', 'mie', 'goreng', 'sate', 'ayam', 'ice', 'cream', 'semangka', 'seblak', 'salad', 'sayur', 'kangkung']"
02/2024,Keju Batagor Kopi Kopi kenangan Cimol Brownis Kwetiaw Sate ayam Es krim Melon Seblak Salad buah -,"['keju', 'batagor', 'kopi', 'kopi', 'kenangan', 'cimol', 'brownis', 'kwetiaw', 'sate', 'ayam', 'es', 'krim', 'melon', 'seblak', 'salad', 'buah']"
02/2024,Coklat keju Siomay Kopi teh Kopi kenangan Cimol Brownis Kwetiauw goreng Sate ayam Gelato Semangka Seblak Salad sayur Kangkung,"['coklat', 'keju', 'siomay', 'kopi', 'teh', 'kopi', 'kenangan', 'cimol', 'brownis', 'kwetiauw', 'goreng', 'sate', 'ayam', 'gelato', 'semangka', 'seblak', 'salad', 'sayur', 'kangkung']"
02/2024,Keju Siomay Kopi (walau gabisa minum karena asam lambung :3) Kopi kenangan Cilok Brownies Kwetiau goreng Sate kambing Gelato Semangka Seblak Salad buah Bayam,"['keju', 'siomay', 'kopi', 'walau', 'gabisa', 'minum', 'karena', 'asam', 'lambung', 'kopi', 'kenangan', 'cilok', 'brownie', 'kwetiau', 'goreng', 'sate', 'kambing', 'gelato', 'semangka', 'seblak', 'salad', 'buah', 'bayam']"
02/2024,Keju Siomay Teh Kopi kenangan Cilok Brownies Mie goreng Sate ayam Ice cream dan Gelato Semangka Seblak Salad buah dan Salad sayur Kangkung,"['keju', 'siomay', 'teh', 'kopi', 'kenangan', 'cilok', 'brownie', 'mie', 'goreng', 'sate', 'ayam', 'ice', 'cream', 'dan', 'gelato', 'semangka', 'seblak', 'salad', 'buah', 'dan', 'salad', 'sayur', 'kangkung']"
02/2024,Guys mau info aja kalau Tomoro (NSO New Store Openning) tuh ada promo B2G2&B5G5 dan ini worth it banget kalau buat WFC rame rame. Apalagi terkadang ada Store yg punya sejenis meeting room.,"['guy', 'mau', 'info', 'aja', 'kalau', 'tomoro', 'nso', 'new', 'store', 'openning', 'tuh', 'ada', 'promo', 'dan', 'ini', 'worth', 'banget', 'kalau', 'buat', 'wfc', 'rame', 'rame', 'apalagi', 'terkadang', 'ada', 'store', 'yg', 'punya', 'sejenis', 'meeting', 'room']"
02/2024,aku lebih suka tomoro dibanding kopi2 yg ada sekarang. selalu incer promo nya lewat aplikasi,"['aku', 'lebih', 'suka', 'tomoro', 'dibande', 'yg', 'ada', 'sekarang', 'selalu', 'incer', 'promo', 'nya', 'lewat', 'aplikasi']"
02/2024,"Ak klo ke tmpt kopi2 kekinian gini, pasti nyoba yg basic kyk kopi susu atau kopi gula aren. Dan utk kopi aren susu, jauh lbh enak kopken pny, yg tomoro ni rasa kopinya tipis bgt.","['ak', 'klo', 'ke', 'tmpt', 'kekinian', 'gini', 'pasti', 'nyoba', 'yg', 'basic', 'kyk', 'kopi', 'susu', 'atau', 'kopi', 'gula', 'aren', 'dan', 'utk', 'kopi', 'aren', 'susu', 'jauh', 'lbh', 'enak', 'kopken', 'pny', 'yg', 'tomoro', 'ni', 'rasa', 'kopinya', 'tipis', 'bgt']"
02/2024,"8/10 sering banget beli tomoro setiap ak lagi shift malem tp ga sukanya ada tukang parkir bjir, padahal gue pick up doang ga nyampe 10 detik di dalem store tp tetep aja dimintain duit parkir","['sere', 'banget', 'beli', 'tomoro', 'setiap', 'ak', 'lagi', 'shift', 'malem', 'tp', 'ga', 'sukanya', 'ada', 'tukang', 'parkir', 'bjir', 'padahal', 'gue', 'pick', 'doang', 'ga', 'nyampe', 'detik', 'di', 'dalem', 'store', 'tp', 'tetep', 'aja', 'dimintain', 'duit', 'parkir']"
02/2024,Kmrn gua beli tomoro coffee nah gua beli coffee frappe sama additional whipping cream jujur gua gak paham soal fnb tapi sependek pengetahuan gua frappe apa lg ditambah whipping cream bakal ada topping whipping cream di atasnya tapi ternyata engga dan jatohnya mahal sih. Rate 4/10,"['kmrn', 'gua', 'beli', 'tomoro', 'coffee', 'nah', 'gua', 'beli', 'coffee', 'frappe', 'sama', 'additional', 'whipping', 'cream', 'jujur', 'gua', 'gak', 'paham', 'soal', 'fnb', 'tapi', 'sependek', 'pengetahuan', 'gua', 'frappe', 'apa', 'lg', 'ditambah', 'whip', 'cream', 'bakal', 'ada', 'top', 'whipping', 'cream', 'di', 'atasnya', 'tapi', 'ternyata', 'engga', 'dan', 'jatohnya', 'mahal', 'sih', 'rate']"
02/2024,: bukannya beli whisaks malah beli kopi kenangan,"['bukannya', 'beli', 'whisaks', 'malah', 'beli', 'kopi', 'kenangan']"
02/2024,Aku kalo tomoro belinya strawberry smoothies nyaaa,"['aku', 'kalo', 'tomoro', 'belinya', 'strawberry', 'smoothie', 'nyaaa']"
02/2024,ASLIKKK TOMORO SEENAK ITUU PLISS,"['aslikkk', 'tomoro', 'seenak', 'ituu', 'pliss']"
02/2024,"Aku tadi minum ini, dibeliin bos Langsung gerdku kambuh. Kafeinnya tinggi banget coy. Karena aku biasanya minum kopi kenangan, ga sampek gerd.","['aku', 'tadi', 'minum', 'ini', 'dibeliin', 'bos', 'langsung', 'gerdku', 'kambuh', 'kafeinnya', 'tinggi', 'banget', 'coy', 'karena', 'aku', 'biasanya', 'minum', 'kopi', 'kenangan', 'ga', 'sampek', 'gerd']"
02/2024,"enak kok menurutku ga se overrated itu karena harganya murah dan udh inc ppn,aplg kalo jadi member tuh tiap minggu diskon 30% ini best top 3 kopi lokal 1.excelso 2.kopken 3.tomoro","['enak', 'kok', 'menurutku', 'ga', 'se', 'overrate', 'itu', 'karena', 'harganya', 'murah', 'dan', 'udh', 'inc', 'ppn', 'aplg', 'kalo', 'jadi', 'member', 'tuh', 'tiap', 'minggu', 'diskon', 'ini', 'good', 'kopi', 'lokal']"
02/2024,yang mau tau caranya dapet tomoro cofe 9k boleh cek pinned aku ajaa yaaa,"['yang', 'mau', 'tau', 'caranya', 'dapet', 'tomoro', 'cofe', 'boleh', 'cek', 'pin', 'aku', 'ajaa', 'yaaa']"
02/2024,aku suka tomoro soalnya cup kopinya lucu mau dibulak balik ngga tumpah ya walaupun agak mahal buat anak kuliahan tapi pesen pake aplikasinya langsung lumayan banyak promo,"['aku', 'suka', 'tomoro', 'soalnya', 'cup', 'kopinya', 'lucu', 'mau', 'dibulak', 'balik', 'ngga', 'tumpah', 'ya', 'walaupun', 'agak', 'mahal', 'buat', 'anak', 'kuliahan', 'tapi', 'pesen', 'pake', 'aplikasinya', 'langsung', 'lumayan', 'banyak', 'promo']"
02/2024,Choco danish-nya juara umum. Sering ke Tomoro cuma beli itunya doang. Terus abis.,"['choco', 'danish', 'nya', 'juara', 'umum', 'sere', 'ke', 'tomoro', 'cuma', 'beli', 'itunya', 'doang', 'terus', 'abis']"
02/2024,"Baru aja semalem makan, b aja sih..huhu Harganya 40, tp blm tax service jd 49k. Aku mkn di citos & udh ga antri. Mending yg di kopi kenangan cm 19rb","['baru', 'aja', 'semalem', 'makan', 'b', 'aja', 'sih', 'huhu', 'harganya', 'tp', 'blm', 'tax', 'service', 'jd', 'aku', 'mkn', 'di', 'citos', 'udh', 'ga', 'antri', 'mend', 'yg', 'di', 'kopi', 'kenangan', 'cm']"
02/2024,apa cuma lidahku yg ga cocok sm matchanya tomoro,"['apa', 'cuma', 'lidahku', 'yg', 'ga', 'cocok', 'sm', 'matchanya', 'tomoro']"
02/2024,"Hojichanya menu fav akuu, matcha lattenya juga enakk. Kalau coffeenya emang paling enak yg tomoro aren latte. Klo mau yg seger cobain pink pop lemonade dan untuk choco frappenya menurutku rasanya agak milo gituu. Oiya jangan lupa coba cinnamon rollnya","['hojichanya', 'menu', 'fav', 'akuu', 'matcha', 'lattenya', 'juga', 'enakk', 'kalau', 'coffeenya', 'emang', 'pale', 'enak', 'yg', 'tomoro', 'aren', 'latte', 'klo', 'mau', 'yg', 'seger', 'cobain', 'pink', 'pop', 'lemonade', 'dan', 'untuk', 'choco', 'frappenya', 'menurutku', 'rasanya', 'agak', 'milo', 'gituu', 'oiya', 'jangan', 'lupa', 'coba', 'cinnamon', 'rollnya']"
02/2024,cis dulu yang di kota nya belum ada point coffee,"['cis', 'dulu', 'yang', 'di', 'kota', 'nya', 'belum', 'ada', 'point', 'coffee']"
02/2024,Hahaha beneran dah mending caramel macchiato di point coffee drpd di starbuck. Kalo lidah saya begitu.. sebelum ada boikot jg tetep beli kopi ke point coffe,"['hahaha', 'beneran', 'dah', 'mend', 'caramel', 'macchiato', 'di', 'point', 'coffee', 'drpd', 'di', 'starbuck', 'kalo', 'lidah', 'saya', 'begitu', 'sebelum', 'ada', 'boikot', 'jg', 'tetep', 'beli', 'kopi', 'ke', 'point', 'coffe']"
02/2024,lahh disini point coffee adanya di stasiun,"['lahh', 'disini', 'point', 'coffee', 'adanya', 'di', 'stasiun']"
02/2024,Depan rumah ada point coffee sering promo juga tp blm penasaran beli,"['depan', 'rumah', 'ada', 'point', 'coffee', 'sering', 'promo', 'juga', 'tp', 'blm', 'penasaran', 'beli']"
02/2024,Lagi suka banget palm sugar lattenya point coffee!!,"['lagi', 'suka', 'banget', 'palm', 'sugar', 'lattenya', 'point', 'coffee']"
02/2024,Kiwi pandan point coffee Rasanya asem seger,"['kiwi', 'pandan', 'point', 'coffee', 'rasanya', 'asem', 'seger']"
02/2024,Berburu promo tomoro,"['berburu', 'promo', 'tomoro']"
02/2024,@najaeminpunya kyaknya kmu kmaren beli tomoro coffee,"['kyaknya', 'kmu', 'kmaren', 'beli', 'tomoro', 'coffee']"
02/2024,"Kopinya tomoro tu tipe yang kecuttt, kalau kamu sukanya yang basic kopi pasti aga kaget waktu ngerasain kopinya. Jadi mending beli yg non kopi","['kopinya', 'tomoro', 'tu', 'tipe', 'yang', 'kecuttt', 'kalau', 'kamu', 'sukanya', 'yang', 'basic', 'kopi', 'pasti', 'aga', 'kaget', 'waktu', 'ngerasain', 'kopinya', 'jadi', 'mend', 'beli', 'yg', 'non', 'kopi']"
02/2024,guys beli 1 minum di tomoro kalo pake bank saqu dapet gratis croissant lohh,"['guy', 'beli', 'minum', 'di', 'tomoro', 'kalo', 'pake', 'bank', 'saqu', 'dapet', 'gratis', 'croissant', 'lohh']"
02/2024,ah jd penasaran gw ama tomoro kebetulan dia nyewa di salah satu ruko gw..ntar malem deh gw tengokin..,"['ah', 'jd', 'penasaran', 'gw', 'ama', 'tomoro', 'kebetulan', 'dia', 'nyewa', 'di', 'salah', 'satu', 'ruko', 'gw', 'ntar', 'malem', 'deh', 'gw', 'tengokin']"
02/2024,apakah ini tomoro dukuh atas?,"['apakah', 'ini', 'tomoro', 'dukuh', 'ata']"
02/2024,Hojichanya Tomoro enak juga btw,"['hojichanya', 'tomoro', 'enak', 'juga', 'btw']"
02/2024,enakan tomoro atau point coffee yaa,"['enakan', 'tomoro', 'atau', 'point', 'coffee', 'yaa']"
02/2024,"dirumah gw tomoro coffee udah kek mixue, ada dimana2","['dirumah', 'gw', 'tomoro', 'coffee', 'udah', 'kek', 'mixue', 'ada']"
02/2024,EMANG ENAKK aku pernah cobain yang temen aku (karena gak suka matcha) tp matcha nya tomoro beneran enakk gak bikin enegg terus manisnya pas kayak rasa milk tea cuma agak lebih wangi,"['emang', 'enakk', 'aku', 'pernah', 'cobain', 'yang', 'temen', 'aku', 'karena', 'gak', 'suka', 'matcha', 'tp', 'matcha', 'nya', 'tomoro', 'beneran', 'enakk', 'gak', 'bikin', 'enegg', 'terus', 'manisnya', 'pas', 'kayak', 'rasa', 'milk', 'tea', 'cuma', 'agak', 'lebih', 'wangi']"
02/2024,Aku beli Tomoro selalu dikasih notes sama yang buat pesananku,"['aku', 'beli', 'tomoro', 'selalu', 'dikasih', 'note', 'sama', 'yang', 'buat', 'pesananku']"
02/2024,BERAPA????? DISAMPING RG ADA TOMORO ANJAYYY. GUA BOLOS 2 MINGGU JADINYA BARU TAU,"['berapa', 'disampe', 'rg', 'ada', 'tomoro', 'anjayyy', 'gua', 'bolos', 'minggu', 'jadinya', 'baru', 'tau']"
02/2024,Ini manis banget gaa ya? Pernah ke tomoro sekali dan langsung kapok karena manisnya kebangetan,"['ini', 'manis', 'banget', 'gaa', 'ya', 'pernah', 'ke', 'tomoro', 'sekali', 'dan', 'langsung', 'kapok', 'karena', 'manisnya', 'kebangetan']"
02/2024,"kalo menurutkuu matchanya tomoro terlaluu paitt:""","['kalo', 'menurutkuu', 'matchanya', 'tomoro', 'terlaluu', 'paitt']"
02/2024,belum pernah nyoba yg selain oat sama aren padahal sebelah kantor gua tomoro wkwkw enak gaa matcha tomoro?,"['belum', 'pernah', 'nyoba', 'yg', 'selain', 'oat', 'sama', 'aren', 'padahal', 'sebelah', 'kantor', 'gua', 'tomoro', 'wkwkw', 'enak', 'gaa', 'matcha', 'tomoro']"
02/2024,Gw cinta banget sama tomoro pls,"['gw', 'cinta', 'banget', 'sama', 'tomoro', 'pls']"
02/2024,Cinnamon roll tomoro enak jugaa,"['cinnamon', 'roll', 'tomoro', 'enak', 'jugaa']"
02/2024,"Info tomoro jga all varian minuman cuman 9rb, kemarin beli sama croissant coklatnya total under 20rb. Pke app tomoro new user ya. Jngn lupa input kode referal YI9O0I pas buat akun","['info', 'tomoro', 'jga', 'varian', 'minuman', 'cuman', 'kemarin', 'beli', 'sama', 'croissant', 'coklatnya', 'total', 'pke', 'app', 'tomoro', 'new', 'user', 'ya', 'jngn', 'lupa', 'input', 'kode', 'referal', 'pas', 'buat', 'akun']"
02/2024,enakkk matchanya tomoro niih cocok banget di akuu,"['enakkk', 'matchanya', 'tomoro', 'niih', 'cocok', 'banget', 'di', 'akuu']"
02/2024,enakk bgt emg matcha nya tomoro,"['enakk', 'bgt', 'emg', 'matcha', 'nya', 'tomoro']"
02/2024,"agak ke distract, kirain fore, udah mau kaget aja tumbenan fore murah bgt 25rb. ternyata point coffee nder, kalo udah nyobain, share reviewnya yaa:"")","['agak', 'ke', 'distract', 'kirain', 'fore', 'udah', 'mau', 'kaget', 'aja', 'tumbenan', 'fore', 'murah', 'bgt', 'ternyata', 'point', 'coffee', 'nder', 'kalo', 'udah', 'nyobain', 'share', 'reviewnya', 'yaa']"
02/2024,Akankah menggeser tahta Matcnya Point Coffee? Nampaknya tidak wkwkwk,"['akankah', 'menggeser', 'tahta', 'matcnya', 'point', 'coffee', 'nampaknya', 'tidak', 'wkwkwk']"
02/2024,brengsekk point coffee edisi spesialnya sllu racun,"['brengsekk', 'point', 'coffee', 'edisi', 'spesialnya', 'sllu', 'racun']"
02/2024,abis claim gratisan dr tomoro xixi,"['abis', 'claim', 'gratisan', 'dr', 'tomoro', 'xixi']"
02/2024,@mellindazhary @nnpdita gw jadi penasaran dah sama point coffee ini.. katanya enakkkk bgt,"['gw', 'jadi', 'penasaran', 'dah', 'sama', 'point', 'coffee', 'ini', 'katanya', 'enakkkk', 'bgt']"
02/2024,jadi pengen ke point coffee besok,"['jadi', 'pengen', 'ke', 'point', 'coffee', 'besok']"
02/2024,"kopinya point nih strong bgt, pas lambung lg chill minum ini pagi2 mau belanja bulanan, di jalan pulang hampir pingsan jatoh dr motor gemeter parah. pas cerita sepupu yg kerja di idm, ""point coffee tidak dianjurkan dihabiskan sekali duduk untuk lambung jompo"" bangsrut","['kopinya', 'point', 'nih', 'strong', 'bgt', 'pas', 'lambung', 'lg', 'chill', 'minum', 'ini', 'mau', 'belanja', 'bulanan', 'di', 'jalan', 'pulang', 'hampir', 'pingsan', 'jatoh', 'dr', 'motor', 'gemeter', 'parah', 'pas', 'cerita', 'sepupu', 'yg', 'kerja', 'di', 'idm', 'point', 'coffee', 'tidak', 'dianjurkan', 'dihabiskan', 'sekali', 'duduk', 'untuk', 'lambung', 'jompo', 'bangsrut']"
02/2024,kalo ke point coffee selalu beli matcha iced nya. besok2 coba ini ah!!,"['kalo', 'ke', 'point', 'coffee', 'selalu', 'beli', 'matcha', 'iced', 'nya', 'coba', 'ini', 'ah']"
02/2024,Aku kalo ke point coffee di daerah xxx disuruh bikin sendiri karena baristanya temenku sendiri,"['aku', 'kalo', 'ke', 'point', 'coffee', 'di', 'daerah', 'xxx', 'disuruh', 'bikin', 'sendiri', 'karena', 'baristanya', 'temenku', 'sendiri']"
02/2024,Kalau beli point coffee tuh emang ga dikasih struk? Aku hari minggu kemarin baru pertama kali beli ga dikasih struk terus yg beli depan aku juga sama ga dikasih struk,"['kalau', 'beli', 'point', 'coffee', 'tuh', 'emang', 'ga', 'dikasih', 'struk', 'aku', 'hari', 'minggu', 'kemarin', 'baru', 'pertama', 'kali', 'beli', 'ga', 'dikasih', 'struk', 'terus', 'yg', 'beli', 'depan', 'aku', 'juga', 'sama', 'ga', 'dikasih', 'struk']"
02/2024,"Aku baru mau nyobain point coffee, kasih saran tolong, varian apa yg musti banget dicoba?","['aku', 'baru', 'mau', 'nyobain', 'point', 'coffee', 'kasih', 'saran', 'tolong', 'varian', 'apa', 'yg', 'musti', 'banget', 'dicoba']"
02/2024,@Indomaret ayolah satu kecamatan satu point coffee cepat,"['ayolah', 'satu', 'kecamatan', 'satu', 'point', 'coffee', 'cepat']"
02/2024,"Buatku point Coffee kemanisan pernah minta low sugar pun tetep ga cocok krna ""susu"" bgt. Ada menu yg enak ga nder? Atau tips nya gitu biar bilang ke mas/mba nya rasakan minumannya enak?","['buatku', 'point', 'coffee', 'kemanisan', 'pernah', 'minta', 'low', 'sugar', 'pun', 'tetep', 'ga', 'cocok', 'krna', 'susu', 'bgt', 'ada', 'menu', 'yg', 'enak', 'ga', 'nder', 'atau', 'tips', 'nya', 'gitu', 'biar', 'bilang', 'ke', 'mas', 'mba', 'nya', 'rasakan', 'minumannya', 'enak']"
02/2024,@dewalangit_ kak cobain menu baru dari Point Coffee,"['kak', 'cobain', 'menu', 'baru', 'dari', 'point', 'coffee']"
02/2024,ASLIII MATCHNYA TOMORO TUH EMANG ENAK POLL,"['asliii', 'matchnya', 'tomoro', 'tuh', 'emang', 'enak', 'poll']"
02/2024,Kok bisa Tomoro masuk nder. Caffelatte nya Tomoro buat lidah gw rasanya kek neraka,"['kok', 'bisa', 'tomoro', 'masuk', 'nder', 'caffelatte', 'nya', 'tomoro', 'buat', 'lidah', 'gw', 'rasanya', 'kek', 'neraka']"
02/2024,"- Point coffee: beli matcha doang tp b aja - Tomoro: matchanya sepet enak - Fore: blom pernah - Haus: es coklat sama es krim milo enak - Es teh Indonesia: es teh lemon, cokolateh, teh susu","['point', 'coffee', 'beli', 'matcha', 'doang', 'tp', 'b', 'aja', 'tomoro', 'matchanya', 'sepet', 'enak', 'fore', 'blom', 'pernah', 'haus', 'es', 'coklat', 'sama', 'es', 'krim', 'milo', 'enak', 'es', 'teh', 'indonesia', 'es', 'teh', 'lemon', 'cokolateh', 'teh', 'susu']"
02/2024,"Cuma point coffee doang, karena Baristanya udh kenal dan kita boleh bikin resep sendiri: - Doppio Ice + Caramel Syrup + Diet Coke/Hydro Coco - Black Peach Shaken + Extra Shot","['cuma', 'point', 'coffee', 'doang', 'karena', 'baristanya', 'udh', 'kenal', 'dan', 'kita', 'boleh', 'bikin', 'resep', 'sendiri', 'doppio', 'ice', 'caramel', 'syrup', 'diet', 'coke', 'hydro', 'coco', 'black', 'peach', 'shake', 'extra', 'shot']"
02/2024,Fore: butterscotch sea salt latte Tomoro: matcha Point coffe: matcha Yg lain ak blom pernah katanya manis skaliy blom berani,"['fore', 'butterscotch', 'sea', 'salt', 'latte', 'tomoro', 'matcha', 'point', 'coffe', 'matcha', 'yg', 'lain', 'ak', 'blom', 'pernah', 'katanya', 'manis', 'skaliy', 'blom', 'berani']"
02/2024,"Aku anak point coffee bgt nder hehe, jagoan ku 2 ini tiap ke sana","['aku', 'anak', 'point', 'coffee', 'bgt', 'nder', 'hehe', 'jagoan', 'ku', 'ini', 'tiap', 'ke', 'sana']"
02/2024,- Point Coffee : matcha frappe - Es Teh Indonesia: Chizu Matcha Matcha tuh enak banget nder love sekebon,"['point', 'coffee', 'matcha', 'frappe', 'es', 'teh', 'indonesia', 'chizu', 'matcha', 'matcha', 'tuh', 'enak', 'banget', 'nder', 'love', 'sekebon']"
02/2024,"- Point coffee: caramel macchiato less sugar - Tomoro : baru pernah nyobain caramel macchiatonya - Fore : butterscotch sea salt less sugar - Haus : black tea(?) (pokoknya yg tehnya, lupa namanya) sama es krim milo - Es.Teh Indonesia: es teh nusantara + egg puding less sugar","['point', 'coffee', 'caramel', 'macchiato', 'sugar', 'tomoro', 'baru', 'pernah', 'nyobain', 'caramel', 'macchiatonya', 'fore', 'butterscotch', 'sea', 'salt', 'sugar', 'haus', 'black', 'tea', 'pokoknya', 'yg', 'tehnya', 'lupa', 'namanya', 'sama', 'es', 'krim', 'milo', 'indonesia', 'es', 'teh', 'nusantara', 'egg', 'pude', 'sugar']"
02/2024,"- point coffee : mysterius green, kiwi pandan - tomoro : coconut latte, hojicha latte - fore : choco mint buttercream, butterscotch seasalt latte, caramel praline macchiato - haus : tea series (kecuali black jasmine), teh susu melati - es teh indo : es teh susu nusaberry","['point', 'coffee', 'mysterius', 'green', 'kiwi', 'pandan', 'tomoro', 'coconut', 'latte', 'hojicha', 'latte', 'fore', 'choco', 'mint', 'buttercream', 'butterscotch', 'seasalt', 'latte', 'caramel', 'praline', 'macchiato', 'haus', 'tea', 'series', 'kecuali', 'black', 'jasmine', 'teh', 'susu', 'melati', 'es', 'teh', 'indo', 'es', 'teh', 'susu', 'nusaberry']"
02/2024,"- point coffee : mysterius green, kiwi pandan - tomoro : coconut latte, hojicha latte - fore : choco mint buttercream, butterscotch seasalt latte, caramel praline macchiato - haus : tea series (kecuali black jasmine), teh susu melati - es teh indo : es teh susu nusaberry","['point', 'coffee', 'mysterius', 'green', 'kiwi', 'pandan', 'tomoro', 'coconut', 'latte', 'hojicha', 'latte', 'fore', 'choco', 'mint', 'buttercream', 'butterscotch', 'seasalt', 'latte', 'caramel', 'praline', 'macchiato', 'haus', 'tea', 'series', 'kecuali', 'black', 'jasmine', 'teh', 'susu', 'melati', 'es', 'teh', 'indo', 'es', 'teh', 'susu', 'nusaberry']"
02/2024,"• point = sakura milk tea! + cofee jelly • tomoro = - • fore = butterscotch sea salt latte, vanilla o'crumbs ( fore junior ) • haus = ga pernah coba, di Malang ga ada • es teh indonesia = cirengnya","['point', 'sakura', 'milk', 'tea', 'cofee', 'jelly', 'tomoro', 'fore', 'butterscotch', 'sea', 'salt', 'latte', 'vanilla', 'fore', 'junior', 'haus', 'ga', 'pernah', 'coba', 'di', 'malang', 'ga', 'ada', 'es', 'teh', 'indonesia', 'cirengnya']"
02/2024,"- point coffe: caramel machiato - tomoro blm nyoba samsek wkwk - fore blm nyoba juga - haus blm nyoba juga wkwk - es teh indonesia: chizu redvelvet, es teh nusantara","['point', 'coffe', 'caramel', 'machiato', 'tomoro', 'blm', 'nyoba', 'samsek', 'wkwk', 'fore', 'blm', 'nyoba', 'juga', 'haus', 'blm', 'nyoba', 'juga', 'wkwk', 'es', 'teh', 'indonesia', 'chizu', 'redvelvet', 'es', 'teh', 'nusantara']"
02/2024,aku si pecinta kopi creamy dengan ini merekomendasikan point coffee: kopi baper coldbrew caramel tomoro: - (ga cocok) fore: caramel praline macchiato less sugar with almond milk haus: - es teh indonesia: esteh nusantara less sugar with egg pudding,"['aku', 'si', 'pecinta', 'kopi', 'creamy', 'dengan', 'ini', 'merekomendasikan', 'point', 'coffee', 'kopi', 'baper', 'coldbrew', 'caramel', 'tomoro', 'ga', 'cocok', 'fore', 'caramel', 'praline', 'macchiato', 'sugar', 'almond', 'milk', 'hau', 'es', 'teh', 'indonesia', 'esteh', 'nusantara', 'sugar', 'egg', 'pudding']"
02/2024,"1. top 3 point coffee : - palm sugar latte less sugar 30% - ice latte, susu ganti oat + tanpa gula - creamy shaken latte less sugar 30% selalu muter di 3 menu itu 2. fore: - butterscotch sea salt latte sisanya blm cobain semua menu","['point', 'coffee', 'palm', 'sugar', 'latte', 'sugar', 'ice', 'latte', 'susu', 'ganti', 'oat', 'tanpa', 'gula', 'creamy', 'shake', 'latte', 'sugar', 'selalu', 'muter', 'di', 'menu', 'itu', 'fore', 'butterscotch', 'sea', 'salt', 'latte', 'sisanya', 'blm', 'cobain', 'semua', 'menu']"
02/2024,- point coffee - beli kopi,"['point', 'coffee', 'beli', 'kopi']"
02/2024,- point coffee : mysterious green frappe & matcha - tomor : belum pernahh - fore : butterscotch & buttercream (?) Menu yg baru pokoke Haus : haus kitkattt Es teh : gaada ih manis btul soalnya ga kuat aku,"['point', 'coffee', 'mysterious', 'green', 'frappe', 'matcha', 'tomor', 'belum', 'pernahh', 'fore', 'butterscotch', 'buttercream', 'menu', 'yg', 'baru', 'pokoke', 'haus', 'haus', 'kitkattt', 'es', 'teh', 'gaada', 'ih', 'manis', 'btul', 'soalnya', 'ga', 'kuat', 'aku']"
02/2024,"Dolce point coffee, udah yg lain gak cocok","['dolce', 'point', 'coffee', 'udah', 'yg', 'lain', 'gak', 'cocok']"
02/2024,"- Point Coffee (Aku lebih suka kopi saku ditambah esbatu. Kopinya enakkk walaupun murcee) - Tomoro (Kopi aren, tapi ini menurutku masih agak kemanisan. Dan info baristanya kalo kemanisan mending pesen yang latte) - Fore (Butterscotch sea salt, rekomen dari Forenya)","['point', 'coffee', 'aku', 'lebih', 'suka', 'kopi', 'saku', 'ditambah', 'esbatu', 'kopinya', 'enakkk', 'walaupun', 'murcee', 'tomoro', 'kopi', 'aren', 'tapi', 'ini', 'menurutku', 'masih', 'agak', 'kemanisan', 'dan', 'info', 'baristanya', 'kalo', 'kemanisan', 'mend', 'pesen', 'yang', 'latte', 'fore', 'butterscotch', 'sea', 'salt', 'rekomen', 'dari', 'forenya']"
02/2024,"- Point Coffee (Aku lebih suka kopi saku ditambah esbatu. Kopinya enakkk walaupun murcee) - Tomoro (Kopi aren, tapi ini menurutku masih agak kemanisan. Dan info baristanya kalo kemanisan mending pesen yang latte) - Fore (Butterscotch sea salt, rekomen dari Forenya)","['point', 'coffee', 'aku', 'lebih', 'suka', 'kopi', 'saku', 'ditambah', 'esbatu', 'kopinya', 'enakkk', 'walaupun', 'murcee', 'tomoro', 'kopi', 'aren', 'tapi', 'ini', 'menurutku', 'masih', 'agak', 'kemanisan', 'dan', 'info', 'baristanya', 'kalo', 'kemanisan', 'mend', 'pesen', 'yang', 'latte', 'fore', 'butterscotch', 'sea', 'salt', 'rekomen', 'dari', 'forenya']"
02/2024,"- point : palm sugar latte - tomoro : blm pernah - fore : buttercream latte, buttercream tiramisu, aren latte - haus : blm pernah - esteh indo : chizu redvelvet","['point', 'palm', 'sugar', 'latte', 'tomoro', 'blm', 'pernah', 'fore', 'buttercream', 'latte', 'buttercream', 'tiramisu', 'aren', 'latte', 'haus', 'blm', 'pernah', 'esteh', 'indo', 'chizu', 'redvelvet']"
02/2024,Baru nyoba sekali point coffee yg matcha frappe,"['baru', 'nyoba', 'sekali', 'point', 'coffee', 'yg', 'matcha', 'frappe']"
